Total_Samples,Test_Samples,MAE,RMSE,R2_Score,Error_Std,Min_Error,Max_Error,Median_Error,Data_Source,Processing_Time_Minutes,Generated_At
23715,7115,13.213503905417369,17.54167433300085,0.24977446136731984,11.537489022598493,0.002914501313661333,82.61798536310636,9.61879085584274,100% Real UTKFace Images,0.03683347702026367,2025-06-26 15:19:41
